,id,budget,genres,original_language,original_title,overview,popularity,poster,release_year,release_date,release_date_str,revenue,runtime,tagline,title,vote_average,vote_count
95,96,40218400,"['Comedy', 'Drama']","['Mandarin', 'English', 'Japanese', 'Italian']",The Farewell,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",97.0,https://m.media-amazon.com/images/M/MV5BMWE3MjViNWUtY2VjYS00ZDBjLTllMzYtN2FkY2QwYmRiMDhjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg,2019,1565289000,09 Aug 2019,"$17,695,781",100 min,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",The Farewell,7.5,"72,225"
96,98,40218400,"['Biography', 'Drama', 'History']","['English', 'French', 'Latin']",The King,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies.",71.0,https://m.media-amazon.com/images/M/MV5BMWZkNzNlMzMtMjM5ZS00MWYzLWFmMmUtMjE1ODM3NjBlODA5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2019,1572546600,01 Nov 2019,$ 0,140 min,"Young Henry V encounters deceit, war and treachery after becoming King of England in the 15th century, in the aftermath of his brother's death.",The King,7.3,"157,003"
98,100,40218400,"['Action', 'Drama', 'History']","['English', 'French', 'German']",Dunkirk,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",92.0,https://m.media-amazon.com/images/M/MV5BZWU5ZjJkNTQtMzQwOS00ZGE4LWJkMWUtMGQ5YjdiM2FhYmRhXkEyXkFqcGc@._V1_SX300.jpg,2017,1500575400,21 Jul 2017,"$189,740,665",106 min,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Dunkirk,7.8,"751,936"
99,101,40218400,"['Biography', 'Drama', 'History']",['English'],First Man,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",87.0,https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,2018,1539282600,12 Oct 2018,"$44,936,545",141 min,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",First Man,7.3,"204,501"
101,103,40218400,"['Biography', 'Drama', 'Music']","['English', 'British Sign ']",Bohemian Rhapsody,"The story of the legendary rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid.",60.0,https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_SX300.jpg,2018,1541097000,02 Nov 2018,"$216,668,042",134 min,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",Bohemian Rhapsody,7.9,"602,452"
102,104,40218400,"['Biography', 'Comedy', 'Drama']","['English', 'Arabic']",Vice,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways still felt today.",64.0,https://m.media-amazon.com/images/M/MV5BMTY1NjM0MzgxMV5BMl5BanBnXkFtZTgwNDc4NTY0NjM@._V1_SX300.jpg,2018,1545676200,25 Dec 2018,"$47,836,282",132 min,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.",Vice,7.2,"164,353"
103,105,40218400,"['Biography', 'Comedy', 'Drama']","['English', 'Italian', 'Russian', 'German']",Green Book,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,77.0,https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg,2018,1542306600,16 Nov 2018,"$85,080,171",130 min,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Green Book,8.2,"592,332"
104,106,40218400,['Drama'],"['Spanish', 'Mixtec', 'English', 'Japanese', 'German', 'French', 'Norwegian']",Roma,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,96.0,https://m.media-amazon.com/images/M/MV5BMTU0OTc3ODk4Ml5BMl5BanBnXkFtZTgwMzM4NzI5NjM@._V1_SX300.jpg,2018,1544725800,14 Dec 2018,$ 0,135 min,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Roma,7.7,"171,062"
105,107,40218400,"['Biography', 'Comedy', 'Drama']",['English'],The Favourite,"In early 18th century England, a frail Queen Anne occupies the throne, and her close friend Lady Sarah governs the country in her stead.",93.0,https://m.media-amazon.com/images/M/MV5BMTg1NzQwMDQxNV5BMl5BanBnXkFtZTgwNDg2NDYyNjM@._V1_SX300.jpg,2018,1545330600,21 Dec 2018,"$34,366,783",119 min,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",The Favourite,7.5,"239,441"
107,109,40218400,"['Biography', 'Drama', 'History']",['English'],Judas and the Black Messiah,"Bill O'Neal infiltrates the Black Panther Party per FBI Agent Mitchell and J. Edgar Hoover. As party chairman Fred Hampton ascends, falling for a fellow revolutionary en route, a battle wages for O'Neal's soul.",96.0,https://m.media-amazon.com/images/M/MV5BMjBjYjBjNTUtOTg0Ni00Yzk2LTg1NWMtNjI2ODk2YjJmZGU0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2021,1613068200,12 Feb 2021,"$5,478,009",126 min,"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.",Judas and the Black Messiah,7.4,"92,539"
111,113,40218400,"['Drama', 'Music']",['English'],Ma Rainey's Black Bottom,"During a recording session in 1920s Chicago, tensions arise between legendary blues singer Ma Rainey, her ambitious horn player, and the white management determined to control the uncontrollable 'Mother of the Blues.'",97.0,https://m.media-amazon.com/images/M/MV5BNTBlZGY1OTAtN2RjMC00ZThiLWFiZmUtN2VkOGMxNmMyYjQwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,2020,1608229800,18 Dec 2020,$ 0,94 min,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,Ma Rainey's Black Bottom,6.9,"58,425"
112,114,40218400,"['Biography', 'Comedy', 'Drama']","['English', 'Spanish', 'Italian', 'Latin', 'Portuguese', 'French', 'German']",The Two Popes,"Behind Vatican walls, the conservative Pope Benedict and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",89.0,https://m.media-amazon.com/images/M/MV5BY2RiOTc1YmYtMDk0Yy00ZWI4LTgzN2YtYTg2ZDZmOGIwNTA1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,2019,1576780200,20 Dec 2019,$ 0,125 min,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",The Two Popes,7.6,"134,073"
116,118,40218400,"['Action', 'Drama', 'History']","['English', 'German', 'French', 'Latin']",The Last Duel,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,85.0,https://m.media-amazon.com/images/M/MV5BZGExZTUzYWQtYWJjZi00OTI4LTk4OGYtNTA2YzcwMmNiZTMxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,2021,1634236200,15 Oct 2021,"$10,853,945",152 min,The Knight Jean de Carrouges must settle the dispute over his wife Marguerite by challenging his former friend to a duel to the death.,The Last Duel,7.3,"186,606"
119,121,40218400,"['Drama', 'Romance']",['English'],Malcolm,"A filmmaker and his girlfriend return home following a celebratory movie premiere, as simmering tensions and painful revelations push them toward a romantic reckoning.",0.0,https://m.media-amazon.com/images/M/MV5BZGMyYjIxYmMtODM3OC00MjFmLTk5YzMtY2VkYTRkNGQ0YTU5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,2021,531513000,05 Nov 1986,"$544,472",85 min,A socially awkward and mechanically gifted man becomes involved in a quirky and unconventional crime.,Malcolm,7.1,"2,892"
120,122,40218400,"['Biography', 'Drama', 'History']",['English'],The Dig,An archaeologist embarks on the historically significant excavation of Sutton Hoo in 1938.,88.0,https://m.media-amazon.com/images/M/MV5BY2RmZmI0NDMtMGQzOC00YWU3LTkwYWUtMDRkNDBjZDg3YTkyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,2021,1611858600,29 Jan 2021,$ 0,112 min,An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,The Dig,7.1,"83,622"
121,123,40218400,"['Biography', 'Drama', 'History']",['English'],The Eyes of Tammy Faye,"An intimate look at the extraordinary rise, fall, and redemption of televangelist Tammy Faye Bakker.",68.0,https://m.media-amazon.com/images/M/MV5BNTg3ZTU5YjAtMGM2OC00YjQzLWE5MTctOGEwMjU0YWY0MmZkXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_SX300.jpg,2021,1631817000,17 Sep 2021,"$2,404,127",126 min,"An intimate look at the extraordinary rise, fall and redemption of televangelist Tammy Faye Bakker.",The Eyes of Tammy Faye,6.6,"39,568"
123,125,40218400,['Drama'],"['English', 'Persian']",C'mon C'mon,"When his sister asks him to look after her son, a radio journalist embarks on a cross-country trip with his energetic nephew to show him life away from the big city.",0.0,https://m.media-amazon.com/images/M/MV5BYzM3Zjg3ZjEtYTgxNC00MmUwLWFkNjctMDkyNmY3ZTVkM2Q5XkEyXkFqcGc@._V1_SX300.jpg,2021,1637692200,24 Nov 2021,"$1,863,674",109 min,"When his sister asks him to look after her son, a radio journalist embarks on a cross-country trip with his energetic nephew to show him life away from Los Angeles.",C'mon C'mon,7.4,"39,838"
124,126,40218400,"['Biography', 'Drama', 'History']","['French', 'Latin']",Benedetta,A 17th-century nun in Italy suffers from disturbing religious and erotic visions.,84.0,https://m.media-amazon.com/images/M/MV5BNGRiMmEzOTYtYThjZC00ZDk3LThmN2YtNzYxY2FjZWYyMjU0XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,2021,1638469800,03 Dec 2021,"$354,481",131 min,"A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love affair.",Benedetta,6.7,"26,107"
125,127,40218400,"['Drama', 'History', 'War']","['English', 'Persian']",The Tragedy of Macbeth,"A Scottish lord becomes convinced by a trio of witches that he will become the next King of Scotland, and his ambitious wife supports him in his plans of seizing power.",92.0,https://m.media-amazon.com/images/M/MV5BMzM0YWNmMDEtNmI3Yy00NjQ4LWJlZjMtMzk2YjUxOThhZGQxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,2021,1642098600,14 Jan 2022,$ 0,105 min,"A Scottish lord becomes convinced by a trio of witches that he will become the next King of Scotland, and his ambitious wife supports him in his plans of seizing power.",The Tragedy of Macbeth,7.1,"40,427"
126,128,40218400,['Drama'],['English'],Passing,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",90.0,https://m.media-amazon.com/images/M/MV5BYTNhOTlmMDYtNWUyMi00Y2E0LThmYmItNGY4ZGI2ZDgwZmI3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,2021,1636482600,10 Nov 2021,$ 0,98 min,"""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.",Passing,6.6,"16,709"
127,129,40218400,['Drama'],['English'],Mass,Aftermath of a violent tragedy that affects the lives of two couples in different ways.,95.0,https://m.media-amazon.com/images/M/MV5BZGM3MDg1YzYtMzM0MS00ZGY2LWE4ZjctZDZhYmZlYjVlZGE5XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,2021,1634236200,15 Oct 2021,"$145,174",111 min,The parents of both the shooter and one of the victims of a school shooting tragedy agree to meet and talk in an attempt to move forward.,Mass,7.6,"17,830"
128,130,40218400,"['Drama', 'Fantasy']",['French'],Petite Maman,"Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. One day, she meets a girl her age as she's building a treehouse.",97.0,https://m.media-amazon.com/images/M/MV5BM2EyZjE2NWUtNTg4ZC00OThmLTlmMzktMmFkOWRmZTc4ZWMwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_SX300.jpg,2021,1651775400,06 May 2022,"$829,065",73 min,Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her age building a tree-house.,Petite Maman,7.4,"18,339"
129,131,40218400,"['Crime', 'Drama', 'Thriller']",['English'],The Card Counter,"Redemption is the long game in Paul Schrader's The Card Counter. Told with Schrader's trademark cinematic intensity, the revenge thriller tells the story of an ex-military interrogator turned gambler.",0.0,https://m.media-amazon.com/images/M/MV5BNTMyNzQ4MmUtMmJiYy00YjlmLWJiMzktNjc1MGNlMzBjYjhiXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,2021,1631212200,10 Sep 2021,"$2,657,850",111 min,"William Tell is an ex-military interrogator living under the radar as a low-stakes gambler. When he encounters a young man looking to commit revenge against a mutual enemy, he takes him on the casino circuit to set him on a new path.",The Card Counter,6.2,"43,686"
130,132,40218400,"['Biography', 'Drama']",['English'],Being the Ricardos,Follows Lucy and Desi as they face a crisis that could end their careers and another that could end their marriage.,68.0,https://m.media-amazon.com/images/M/MV5BNDlmZDU5MmUtNWFmMy00OTQ1LTk1YTctOTI3ZmU1YzZiYmZmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,2021,1640025000,21 Dec 2021,$ 0,131 min,Follows Lucy and Desi as they face a crisis that could end their careers--and another that could end their marriage.,Being the Ricardos,6.5,"45,124"
131,133,40218400,['Drama'],"['Italian', 'Neapolitan']",The Hand of God,"In 1980s Naples, Italy, a young boy experiences the joys and tragedies of ordinary life, underpinned by the arrival of soccer legend Diego Maradona.",83.0,https://m.media-amazon.com/images/M/MV5BNmNlYzgwYTAtNDZjMS00YmU3LWFjODYtOWY5MzRhNDVhMzM2XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,2021,1639506600,15 Dec 2021,$ 0,130 min,"In 1980s Naples, young Fabietto pursues his love for football as family tragedy strikes, shaping his uncertain but promising future as a filmmaker.",The Hand of God,7.3,"50,369"
132,134,40218400,"['Comedy', 'Drama', 'Romance']",['Norwegian'],The Worst Person in the World,"Chronicles four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path.",96.0,https://m.media-amazon.com/images/M/MV5BOWZkMGY2MzgtMTA0My00OTAxLTk0MDEtNWNjMWVhZGMyNGJiXkEyXkFqcGdeQXVyMTk4NTIzMzI@._V1_SX300.jpg,2021,1634063400,13 Oct 2021,"$3,034,775",128 min,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",The Worst Person in the World,7.7,"102,047"
133,135,40218400,"['Crime', 'Horror', 'Mystery']",['English'],Spiral,"A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw.",37.0,https://m.media-amazon.com/images/M/MV5BOGU1ODAwZTItYzg2Ny00NzdmLTg0OTktZTQyYmE0OGMxYjdjXkEyXkFqcGc@._V1_SX300.jpg,2021,1620930600,14 May 2021,"$23,216,862",93 min,"A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw.",Spiral,5.2,"69,600"
134,136,40218400,"['Crime', 'Drama', 'Thriller']","['English', 'Spanish', 'Arabic']",The Little Things,"Two cops track down a serial killer, but their personal differences put them at odds.",45.0,https://m.media-amazon.com/images/M/MV5BOGFlNTdmYWQtM2IzMi00YTY3LTlmMDQtZDI5NGQ5MjYzZmEwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,2021,1611858600,29 Jan 2021,"$15,342,746",128 min,"Kern County Deputy Sheriff Joe Deacon is sent to Los Angeles for what should have been a quick evidence-gathering assignment. Instead, he becomes embroiled in the search for a serial killer who is terrorizing the city.",The Little Things,6.3,"130,427"
135,137,40218400,"['Drama', 'Horror', 'Mystery']",['English'],Last Night in Soho,"An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be.",76.0,https://m.media-amazon.com/images/M/MV5BZjgwZDIwY2MtNGZlNy00NGRlLWFmNTgtOTBkZThjMDUwMGJhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,2021,1635445800,29 Oct 2021,"$10,127,625",116 min,"Aspiring fashion designer Eloise is mysteriously able to return to 1960s London, where she encounters dazzling wannabe singer Sandie. But the glamour is not as it seems, and the dreams of the past crack and splinter into something...",Last Night in Soho,7.0,"182,132"
136,138,40218400,"['Action', 'Crime', 'Thriller']","['English', 'Spanish', 'Arabic']",Wrath of Man,"Mysterious and wild-eyed, a new security guard for a cash truck surprises his coworkers when he unleashes precision skills during a heist.",68.0,https://m.media-amazon.com/images/M/MV5BNGVkOTlhOTktNjZiNS00NDg3LWIxMDAtZTY5Y2E0YjllN2IxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,2021,1620325800,07 May 2021,"$27,466,489",119 min,A mysteriously stoic character is hired as a security guard by a cash truck company responsible for transporting a lot of money around Los Angeles each week.,Wrath of Man,7.1,"212,922"
137,139,40218400,"['Drama', 'Sci-Fi']",['English'],Finch,"On a post-apocalyptic Earth, a robot, built to protect the life of his creator's beloved dog, learns about life, love, friendship, and what it means to be human.",74.0,https://m.media-amazon.com/images/M/MV5BZTMxYjk3MmItMzk1OC00NmRhLThlMjYtNmQyNzA0MzgxMWI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,2021,1636050600,05 Nov 2021,$ 0,115 min,"On a post-apocalyptic Earth, a robot, built to protect the life of his creator's beloved dog learns about life, love, friendship and what it means to be human.",Finch,6.9,"99,188"
138,140,40218400,"['Drama', 'Fantasy', 'Horror']",['Icelandic'],Lamb,A childless couple in rural Iceland makes an alarming discovery one day in their sheep barn. They soon face the consequences of defying the will of nature.,86.0,https://m.media-amazon.com/images/M/MV5BOWM1ZjViN2MtNGVjMS00MTgxLWJjZTQtMmI1YWJiZTgxZGMwXkEyXkFqcGc@._V1_SX300.jpg,2021,1633631400,08 Oct 2021,"$2,676,410",106 min,A childless couple discovers a mysterious newborn on their farm in Iceland.,Lamb,6.3,"39,899"
139,141,40218400,"['Drama', 'Horror', 'Mystery']",['English'],Old,A vacationing family discovers that the secluded beach where they are staying is somehow causing them to age rapidly.,50.0,https://m.media-amazon.com/images/M/MV5BMjJjZGRhM2YtNTU4NC00OWMwLThhYWUtMWUxNDNhMDZlOTNmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2021,1626978600,23 Jul 2021,"$48,276,510",108 min,"A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.",Old,5.8,"167,994"
140,142,40218400,"['Comedy', 'Crime', 'Drama']",['English'],Zola,A stripper named Zola embarks on a wild road trip to Florida that quickly spirals out of control.,88.0,https://m.media-amazon.com/images/M/MV5BNjNjMWJhYTktZDk5Ny00OWM3LTlmYzYtYmEwMDM3NGYwNmUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,2020,1624991400,30 Jun 2021,"$4,844,399",86 min,A stripper named Zola embarks on a wild road trip to Florida.,Zola,6.4,"18,417"
141,143,40218400,"['Action', 'Drama', 'Western']",['English'],The Harder They Fall,"When outlaw Nat Love discovers that his enemy Rufus Buck is being released from prison, he rounds up his gang to track Rufus down and seek revenge.",88.0,https://m.media-amazon.com/images/M/MV5BZTQwYThhZTYtZTQ3MC00NDQ0LWFkZGMtMzdiMTU3OGJiYTY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,2021,1635877800,03 Nov 2021,$ 0,139 min,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",The Harder They Fall,6.6,"72,219"
142,144,40218400,"['Action', 'Crime', 'Drama']","['English', 'Russian', 'Spanish']",Nobody,"A mild-mannered man finds his long-suppressed violent instincts triggered after his house is robbed, leading him to reveal his dark, hidden past.",83.0,https://m.media-amazon.com/images/M/MV5BMjM5YTRlZmUtZGVmYi00ZjE2LWIyNzAtOWVhMDk1MDdkYzhjXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,2021,1616697000,26 Mar 2021,"$27,568,035",92 min,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Nobody,7.4,"333,861"
143,145,40218400,"['Drama', 'Horror', 'Mystery']",['English'],The Night House,A widow begins to uncover her recently deceased husband's disturbing secrets as she starts to experience strange occurrences in her lakeside home.,80.0,https://m.media-amazon.com/images/M/MV5BZmIwNjJhOGYtNDcyNi00Yjc4LThiNTktMDM2ZjFhM2YxMTljXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,2020,1629397800,20 Aug 2021,"$7,100,581",107 min,A widow begins to uncover her recently deceased husband's disturbing secrets.,The Night House,6.4,"69,274"
144,146,40218400,"['Comedy', 'Crime']","['English', 'French']",Cruella,A live-action prequel feature film following a young Cruella de Vil in 1970s London.,75.0,https://m.media-amazon.com/images/M/MV5BOWI5YTUxOWEtZmRiZS00ZmQxLWE2NzctYTRiODA2NzE1ZjczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,2021,1622140200,28 May 2021,"$86,103,234",134 min,A live-action prequel feature film following a young Cruella de Vil.,Cruella,7.3,"270,812"
145,147,40218400,"['Crime', 'Drama']","['English', 'Italian', 'Latin']",The Many Saints of Newark,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, just as rival gangsters begin to rise up and challenge the all-powerful DiMeo crime family.",71.0,https://m.media-amazon.com/images/M/MV5BYmMyNjEwM2YtYTY1OS00NmE4LWIxYjAtNjA5Y2MwNzg3MGRhXkEyXkFqcGc@._V1_SX300.jpg,2021,1633026600,01 Oct 2021,"$8,237,403",120 min,"Witness the making of Tony Soprano. The story that reveals the humanity behind Tony's struggles and the influence his family - especially his uncle, Dickie Moltisanti - had over him becoming the most iconic mob boss of all time.",The Many Saints of Newark,6.3,"64,580"
146,148,40218400,"['Crime', 'Drama', 'Thriller']","['English', 'French']",Stillwater,"A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.",75.0,https://m.media-amazon.com/images/M/MV5BN2IzMTUyMDUtZGJmZC00YWMzLWFhMGMtZjQwMTkzMzViMjFkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,2021,1627583400,30 Jul 2021,"$14,465,535",139 min,"A father travels from Oklahoma to France to help his estranged daughter, who is in prison for a murder she claims she didn't commit.",Stillwater,6.6,"59,565"
147,149,40218400,"['Crime', 'Drama', 'Mystery']",['English'],The Woman in the Window,"An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.",25.0,https://m.media-amazon.com/images/M/MV5BYmVlNWJkZWYtYmJkMy00YTZlLTgwODMtZjVmOGMzMmM1ZTk2XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_SX300.jpg,2021,1620930600,14 May 2021,$ 0,100 min,An agoraphobic woman living alone in New York begins spying on her new neighbors; only to witness a disturbing act of violence.,The Woman in the Window,5.7,"84,169"
